"risk","pred_temp","sp_auto","mean_genotypemu0","mean_genotypenu","mean_genotypealpha","mean_genotypebeta","mean_genotypethr","mean_phenotypemu0","mean_phenotypenu","mean_phenotypealpha","mean_phenotypebeta","sd_genotypemu0","sd_genotypenu","sd_genotypealpha","sd_genotypebeta","sd_genotypethr","sd_phenotypemu0","sd_phenotypenu","sd_phenotypealpha","sd_phenotypebeta","mean_moved"
0.005,0,0.2,1.83417039110021,6721.84772409452,2690.8147937332,15.0483767139506,0.0219543024646384,1.71701898049187,6771.12316582103,2718.50314047656,195.996571588993,0.321801341099265,16509.8668036122,12893.1942170674,35.6603357128433,0.0526762169371289,0.253962583463229,16343.4037500537,12772.0641000262,284.318240164833,81.808
0.005,0,0.2,1.82399686318436,12422.2898568699,2681.29899619914,61.9434776382063,0.0511922707561401,1.7071496685694,12439.6646443764,2709.15976952939,239.303617418165,0.322956475381914,42707.7862029536,8515.49436459278,205.036517257095,0.137398552211473,0.252719611051393,42244.1384845384,8425.23684526876,358.370976322334,81.085
0.005,0,0.2,1.81125911078645,7420.90372526399,746.557937719409,1441.57327614762,0.00663006221729499,1.71565812711206,7466.11593614284,784.396543912932,1616.37856861916,0.323650745284258,22584.8546193407,2876.19543196831,3834.98466530903,0.0193857684630878,0.258392041317936,22357.6354539074,2850.58074173745,3813.03782764958,82.364
0.005,0,0.2,1.82117768550028,7406.61786720398,20724.8219212288,14.4464730310372,0.167401788509194,1.70557579861937,7451.63382286958,20665.1678453712,194.111543197002,0.318305963138115,20641.5467952487,44022.1737018755,49.3084611601646,0.380996193812902,0.253417865138511,20414.9731285351,43559.5974520413,281.086972199211,82.422
0.005,0,0.2,1.83086137868827,9510.98482164457,95174.3363824841,5.96897058400888,0.0621195456521307,1.71360985137086,9541.32194177119,94741.9621057009,182.867260070599,0.319148825375487,27783.2911341708,225112.553846348,19.5315339187103,0.139206198677841,0.249821472899994,27496.1383302202,222635.872649338,273.088870315669,80.464
0.005,0,0.3,1.56526447039098,43598.9917225437,1.30011452875994,68.2413492109618,0.0174044699990972,1.48562481974965,43453.5086239986,39.7740506855663,201.427558044655,0.311470800951803,139869.251842878,2.50806680599781,399.956414094532,0.0316874729028948,0.253774003748213,138419.061954727,55.5849221455159,535.688266500045,76.468
0.005,0,0.3,1.57462018387864,5608.91754697571,12.6142722648891,290.725311366146,0.0122715963027678,1.48516646475505,5654.35995948003,49.9453098061295,418.342393824585,0.314896723977044,12977.4834485936,44.0476139393319,1225.13481976696,0.0233368703879029,0.250236715969071,12828.9429342889,78.4283805537295,1268.52563362052,74.287
0.005,0,0.3,1.58254264620137,4644.80639786119,218.29322793726,10.7117251518744,0.0520168367835945,1.46817212219417,4694.85729213434,254.085461301474,135.433728270758,0.322151303088266,10747.9757515828,873.902902732924,29.5942155266092,0.118739392835917,0.253934520433181,10631.4099341552,869.58188548744,205.257498272564,73.213
0.005,0,0.3,1.58155773102528,14752.3855380051,11.0445249247594,2.88028924879017,0.0219239131647465,1.47908609746957,14755.4056668899,48.8728222897835,133.457341817885,0.316819735273126,56300.2718621536,34.3836142507474,8.37658164720127,0.0402819569391462,0.25293871741592,55751.5020149209,67.8923066366324,224.971929752986,75.281
0.005,0,0.3,1.5695263503436,20483.8346041707,1687.00510045115,48.9004027095845,0.0721559513113946,1.47554941816921,20459.2178145118,1716.2500670095,177.621791722066,0.316554396585885,64225.9261169092,6449.69728626776,334.498554485962,0.204219061795879,0.253556930991399,63607.9587142317,6384.59397783349,453.790744192711,74.872
0.005,0.1,0,2.33353696768777,6989.08695263252,3512.1755137438,198.344446884781,0.0121656682948781,2.22491377444662,7055.38481736916,3549.14416293166,552.633901727514,0.328979079846032,11360.3515744988,10453.2475551413,916.381327987613,0.0325661217399862,0.268481936801117,11227.5990555726,10373.0829826367,1138.81853556583,102.736
0.005,0.1,0,2.29602460177724,778744.857143567,381.212953336641,88.6104485525947,0.00988800811713849,2.23727145338245,775327.034815831,434.233677620354,473.373989059887,0.320966140129749,3038462.65428474,1288.41251454614,537.03475477515,0.0225813411435427,0.278197350826113,3011010.8733303,1279.11108954829,957.359287116287,109.343
0.005,0.1,0,2.31275277314079,96682.5225630729,3880.58043624635,19.4632318450722,0.0403241001852066,2.21657420105322,96316.3275637056,3913.28059086431,384.719388472322,0.326294927468392,335267.923966771,9796.82073151052,40.3003612952034,0.0967983326309238,0.273162042965611,331353.305351119,9687.5222783188,560.579553390572,105.876
0.005,0.1,0,2.28423815346501,121435.565063657,680.767687344571,142.546439936207,0.0251278150891194,2.20226536334141,120863.857582485,730.502279433199,504.083158713282,0.330868264424312,634658.380220445,1447.93167601706,294.216566907156,0.0435811397841745,0.279445830551997,627606.290017167,1437.44158440252,662.17139667636,105.957
0.005,0.1,0,2.32115622618554,15677.3883107253,1919.02172742454,12.6302777555241,0.0398329912611848,2.20809827285318,15706.0400540181,1960.90211221841,367.04854781134,0.330077231550026,38084.8232069012,7546.03375819462,35.186798330533,0.112152548434516,0.270752077543838,37694.7139749804,7467.19270181493,519.262583234698,103.552
0.005,0.1,0.1,2.06543741296627,1291527.23017393,1172.37169988597,108.635188459156,0.00991947736959168,1.96399282584408,1286301.6654392,1211.90459424964,363.010203074902,0.321556399797131,6223743.37128929,3196.80205522398,275.435678999923,0.0250936487036753,0.259817806210407,6171925.69301413,3159.76961224779,530.708858052472,91.492
0.005,0.1,0.1,2.06411339995897,9780.29564296421,7614.16152136883,2.67003609224515,0.0233013022787392,1.9614794714874,9823.84314300113,7623.43182541853,259.873602387906,0.322718427771233,20814.45309072,25777.6871034185,7.76352470741952,0.0528448721202888,0.262191454919844,20590.6951537373,25529.5585865833,393.735829409038,92.45
0.005,0.1,0.1,2.02030523908538,1678195.34372319,0.224040391076886,14.9319327873449,0.00353243385510595,1.9810009840992,1669703.21426546,49.8026824356825,296.307632010386,0.310762692575222,7395953.05422249,0.819524314455946,31.9950610032393,0.00721297954419128,0.271564340344358,7321713.85421225,71.7587146263112,488.977173285829,98.656
0.005,0.1,0.1,2.04871010514868,13130.0573092303,137.405540355905,193.854898436282,0.0110736553066803,1.94698076246959,13155.8707449717,182.496197419628,443.222109697296,0.327559530954408,36908.6045289844,366.498793847279,656.860643375265,0.0237352383714658,0.265257488797355,36517.9831342985,372.013246411837,825.164161044122,91.017
0.005,0.1,0.1,2.06145026588899,19581.5603985441,10037.8200242465,422.560429918837,0.0396186498086134,1.95155236994522,19580.8438974952,10030.8233749123,675.536810874376,0.327168489379892,59185.1058280253,23287.2914730588,1213.89811947197,0.0906727966803899,0.262907438638974,58572.90559401,23017.1463174333,1306.27806601214,92.346
0.005,0.1,0.2,1.82410406720204,5747.37062292351,89.7608142310821,0.0905804305253375,0.0129424513542508,1.70712886687296,5799.36542441953,129.6532159865,175.37579580434,0.323233529052078,13917.0365119792,313.792566275653,0.296772503018843,0.0287687205325338,0.252218393005234,13769.6790021298,323.543991877938,263.979053550268,80.257
0.005,0.1,0.2,1.82730987788821,6687.25356127778,50.2741812064488,1.96740115399564,0.00800728722371777,1.71450750958675,6736.29789146829,90.4976428007116,179.476676021984,0.322492959020581,15897.9540963564,112.354811889829,8.78988827589451,0.0190006700106486,0.253241420903071,15736.5224520536,125.324449449195,273.152844666963,80.451
0.005,0.1,0.2,1.80718000401322,5086.57743722998,1747.19065282983,509.486657961747,0.0317391872934464,1.71117892765078,5143.63013738073,1779.42308454151,687.184658906936,0.318521757391584,8193.13595734996,6030.00481962557,1428.86124170581,0.074882470375282,0.257345140717559,8097.46892957733,5963.31770008452,1471.97423205645,82.328
0.005,0.1,0.2,1.80574676013358,12536.0483416578,22.2477925381034,11.7279414443775,0.00874542686512825,1.72503157367719,12561.7130054942,64.4775547377051,199.815348960971,0.314052639843002,32334.0030689042,74.6590281738597,32.1413271655563,0.0248570949238484,0.258258973943046,32027.7458339298,111.3229302519,313.3120357673,84.176
0.005,0.1,0.2,1.80744237733161,29094.6279023808,19593.0996847361,34.4800170540208,0.00943316223845928,1.72927699172705,29036.1500157808,19542.6314058724,225.514393817306,0.314191871715088,72778.2162085763,53465.6319421819,116.719998032138,0.0253125016127528,0.258028821775305,72048.6553472585,52927.4926071274,365.846715527092,85.163
0.005,0.1,0.3,1.58765617817768,5019.01832561325,69.7923216043974,35.7208099654046,0.00856533231782873,1.49314042066857,5066.26448736215,106.11375788593,163.538056872251,0.317918874118196,9762.34068969687,201.944992980884,97.4081245554899,0.0187214984077008,0.251192568803268,9649.96026759635,210.949495386959,238.856453752606,72.88
0.005,0.1,0.3,1.60072897299109,4388.44419797939,36.4496284595061,51.4929442531224,0.00944917171983844,1.48926547576735,4437.91445585078,72.2036608116289,175.35983549559,0.320564228279141,10053.2275468465,139.820445776619,237.549649580212,0.022140319389633,0.24831069539004,9944.85927720675,157.348627159738,379.472811221915,71.356
0.005,0.1,0.3,1.58261394411792,21027.6159114193,143.922983777112,0.636798115543262,0.00714624654918984,1.50697682080791,21006.3779666933,181.054440987711,134.773993146912,0.310211214231592,85032.7961022783,564.700419781109,1.56882120558152,0.0251563597864373,0.25262504726056,84288.0861717833,567.530441141068,236.336860201681,75.16
0.005,0.1,0.3,1.59736176759716,3517.45651406706,5866.12234787358,46.7470776274267,0.0553400531088832,1.48187222272914,3572.09205436228,5871.96633626868,170.5578589695,0.319980783167638,7455.06980020755,16836.7671846539,182.004671168183,0.116409831913461,0.249803463313113,7377.68305686623,16653.7749970567,293.140312638721,71.851
0.005,0.1,0.3,1.57685548751781,9333.5552138019,23544.2330955755,67.6069227317649,0.0917592797171428,1.48442216164854,9362.27371995464,23470.6012783277,196.502419615966,0.315726708072155,23424.7793561754,57613.3449731314,270.703948621715,0.234775356079677,0.254221845502465,23178.1101527933,57049.6868860561,385.431757361249,74.132
0.005,0.2,0,2.30537072783316,113378.40171645,2847.25336634143,273.314098998075,0.0155887079748532,2.22671107839797,112960.073860192,2885.11139310065,639.536764632026,0.323541990192617,387942.81980904,8325.73025107282,826.266171025066,0.0345932148302878,0.275303893753675,384194.781982045,8236.72741674656,1082.54519965758,105.241
0.005,0.2,0,2.31939956721345,41698.4824346493,11209.0736487409,2.22807787275999,0.038341956856713,2.20825869448876,41591.9961210465,11205.3126280124,354.004528108651,0.329017318444101,138609.818800089,32569.8164272885,6.76856759255717,0.068183286902263,0.270516650892732,137170.184175007,32232.0261687373,529.719740765284,102.458
0.005,0.2,0,2.31256753918719,25306.226254197,6077.97128787003,194.035589053574,0.00598233322466018,2.22592717493184,25286.9998178356,6101.68944236691,553.716121643694,0.327782231042917,66493.600502712,12955.2923566778,666.412063490229,0.0129163747427417,0.274363071210867,65778.6386740824,12821.9016529939,914.289970571054,103.558
0.005,0.2,0,2.33390113452564,13077.0534937551,1436.219821243,18.1845659616172,0.0102284584824793,2.20565874900795,13109.5622202435,1479.11411830124,357.996173181662,0.335306840846792,43940.7896918821,6191.58542351246,48.6814553978889,0.0191387949445683,0.26756087437498,43476.5899064561,6140.35902167632,479.302221713026,99.453
0.005,0.2,0,2.2928305619856,875964.714724609,43.5506452720417,20.9364515624907,0.00966381505581035,2.23102929447449,871648.839976377,97.8754864733014,402.940549877263,0.323738162128335,3416007.85962721,127.945858393893,55.7328647788658,0.021711052333218,0.280322870605951,3380600.82365193,159.115378999452,638.015885289522,108.573
0.005,0.2,0.1,2.04335065216567,82238.8748574865,2625.2356496905,813.622950328822,0.0166957545516083,1.95490771498712,81886.9773356666,2659.3728208046,1071.22564666348,0.323201564920242,263560.525914484,8493.75806307613,3233.86876497336,0.0382597656163381,0.26815668773778,260790.503398549,8407.37873605852,3305.2334684558,94.095
0.005,0.2,0.1,2.0646600410495,20278.5992779655,4747.12384380339,70.0294200380221,0.00367404422909084,1.96353211577544,20270.7219919876,4765.47484526842,326.372933590561,0.325520899676305,56960.997558007,31543.6548907397,217.509128039547,0.00959693233586353,0.265878927100388,56375.2909477079,31179.6211088262,484.234933285861,91.63
0.005,0.2,0.1,2.03931689934977,22631.5503242784,15959.2209855818,73.9483733262878,0.0577483790409144,1.95652586184333,22614.3441390189,15927.264415301,333.978270491871,0.321170557532539,67993.8512393473,42997.283813824,289.992075035634,0.152980379625524,0.266596376571597,67299.9901189591,42541.1406239651,558.641995602153,93.75
0.005,0.2,0.1,2.0588552166561,105735.090448961,36297.9279562525,90.9180932334316,0.00920535063800496,1.97325720718509,105319.066404671,36160.9023713521,353.311388357404,0.319266113488262,309573.310878709,84816.4391903778,170.521828016272,0.0252841702534435,0.264124062104809,306296.308629862,83921.0174579725,476.954604486667,93.301
0.005,0.2,0.1,2.03592416544498,157035.260643215,7968.4326449711,337.70169986025,0.0342671948589014,1.96621918945376,156369.468734345,7978.69116116684,604.82734347754,0.318850802272601,469651.243207811,17989.5297554907,1427.36735965437,0.0842057475786898,0.27098444354486,464980.288084873,17802.6651393767,1612.8544436924,95.726
0.005,0.2,0.2,1.80272868168174,59845.045279384,38173.5196182094,49.5658277360682,0.077980737474459,1.68865620234559,59657.8944945564,38028.9086235859,223.993209334463,0.325931135480092,249378.306424877,105594.928647758,139.209633152491,0.149768968670085,0.263596927199081,247071.934588518,104523.463863676,337.724425409861,80.461
0.005,0.2,0.2,1.81177161626296,5832.35973701977,781.099183299979,241.248892471489,0.0159754802637876,1.71384309069219,5884.41772643085,817.647266851648,417.377094379858,0.317541013984983,12522.8619141195,3100.49289674104,677.821098510016,0.040306991653895,0.256032153682921,12397.3822320483,3070.61458606246,828.878937040877,80.453
0.005,0.2,0.2,1.80818226271903,30659.7373841111,7320.36181960835,22.8255405158922,0.039324950559072,1.71027509045846,30590.4061851184,7323.86322854722,205.712634744063,0.320681544415274,99041.1698851179,17457.6588184452,104.126016729704,0.0711563878748425,0.257101928703633,98044.3328807409,17266.1227594372,366.791693458659,82.941
0.005,0.2,0.2,1.81609104450479,99240.8549078092,57.1934713572973,0.421423299203664,0.00339083603643826,1.72430222063862,98876.1295728501,97.9751936876876,183.82560067194,0.318850599607774,512186.658446305,151.167605357691,1.6995636034034,0.0111699278471171,0.258876354407199,507717.692279979,164.670790045409,311.552401282522,81.607
0.005,0.2,0.2,1.83389467445348,6745.94290971196,2.32800810376309,0.836619645413581,0.00760118286604354,1.70857468146257,6789.03915024286,41.5087913979116,171.898473306966,0.324447725644566,21773.498703518,9.51887917713718,2.34747245965505,0.0242080985491841,0.254849376272648,21547.1840086235,52.8000293490467,257.820301209857,77.883
0.005,0.2,0.3,1.57105426444724,108490.913320684,1158.21419194605,23.794438514401,0.0141574246720412,1.49568353918787,108032.34308731,1189.49042702821,157.12180391237,0.313351674964448,349371.237191358,6973.29101981116,82.9014319252726,0.0277887093293382,0.257737921232662,345795.374170938,6900.01955197108,272.295151421172,74.825
0.005,0.2,0.3,1.57535967178567,17539.9703489623,126.642803571187,0.738914304170158,0.0200650593040395,1.48338788370801,17530.0639328935,162.830746349672,127.909458628717,0.316502111159587,57573.7161021683,487.908891287692,2.14140999301974,0.0327284645080125,0.253390756742771,57017.3507600696,498.29834718627,223.543895823445,72.941
0.005,0.2,0.3,1.61304318612465,2781.33014259204,63347.8140195541,6.28718861386376,0.0691896249644486,1.48919194903882,2835.44373277363,63070.306875899,124.640836797646,0.322447116895988,5681.68193673308,229699.833437931,29.1802303307447,0.214018583174964,0.246263434720037,5618.85161207779,227368.489631403,190.5442832373,68.236
0.005,0.2,0.3,1.56475769801625,5162.7580999823,9956.46012381175,13928.2659125399,0.045628133742369,1.47357449580393,5210.24822378502,9940.00404338663,13990.9665150185,0.324657887500586,12174.2034633204,32394.9197823847,43981.8346211907,0.100971456182072,0.260944914716544,12048.2495888254,32032.2762463183,43594.2366509542,72.949
0.005,0.2,0.3,1.55490149544044,98670.8397330762,1.61194509021217,36.6659484559493,0.0102887884768928,1.49710089873767,98169.2010229427,40.0427086701779,173.172827454376,0.311043865120108,326213.0703356,4.21399257279214,164.731630814797,0.0235438577590487,0.261173328518575,322401.528145363,60.6863970348509,364.644952634606,76.382
0.005,0.3,0,2.30463427508666,14597.5639638282,120466.921154675,3.12300883540765,0.175315556785734,2.21328943620087,14629.9525463004,119917.913735408,368.77689860483,0.323095795225197,27521.4736183569,355715.158297554,9.82572258181888,0.300251906823408,0.269650977248677,27209.1231303039,352079.95317176,563.002474432252,106.518
0.005,0.3,0,2.28137956492349,25057.2923132447,1890.82677790016,538.622933938846,0.0134223547126669,2.20448184912323,25039.5581629602,1933.91676563541,896.449790894234,0.33721576160662,50228.5927262971,4684.07004209258,1513.04276166177,0.0296246107763918,0.288222975289204,49681.3689358468,4638.17166027205,1715.06331444331,104.887
0.005,0.3,0,2.3100224729482,49302.0222781893,290309.147607256,5.12109504621971,0.0357102618113039,2.23689808075051,49188.88632819,288802.33960265,372.30065013628,0.320784872693239,168119.339539377,817951.709431517,17.8818700864014,0.0762341029880614,0.271850096510861,166658.435866085,808705.150030263,574.628538656356,104.615
0.005,0.3,0,2.27583113168535,951509.764368798,10.3761804021768,1849.32264048008,0.0109286066959007,2.21567234621694,946621.917722963,64.5891763957588,2215.33142882412,0.325413355899758,3379339.7008423,22.0282328265947,5431.19968138492,0.0224714243783795,0.283569851891014,3341540.17561687,79.7131438193306,5471.81776712269,108.027
0.005,0.3,0,2.30171251362739,92040.8254420488,90.8742786632624,76.3091551776155,0.00777258007168204,2.23068373772004,91726.0109951196,143.514851547791,445.782355957251,0.322319501172646,267978.248748955,264.456381186129,291.297734385714,0.0193060924883156,0.276779373213464,265230.723769606,279.840119953026,686.219039642492,105.721
0.005,0.3,0.1,2.04137476066662,16114.7574380148,0.827994990392706,36.074218065706,0.00982958519400861,1.95431880975369,16121.4322340916,46.9280319389039,290.473798614739,0.320272942722287,47872.7620632592,2.22356054503784,128.128901291576,0.0175117389951768,0.265227931299844,47340.9748734238,61.7442092367947,463.703685706567,91.724
0.005,0.3,0.1,2.07200002888083,8037.75196328425,2.3068482311169,20.5267277262375,0.00269204961725034,1.96764759506873,8089.28842604052,47.6438616418672,272.086648685186,0.323133756224555,19063.7185252506,6.49302588106455,55.8190496974546,0.00850466689570058,0.259857037072701,18868.381094474,58.5762822056171,380.075528006142,90.208
0.005,0.3,0.1,2.05473549981758,9947.15244126682,65.2416173309039,304.123796574334,0.00997578148048765,1.95407717522852,9990.37955805291,110.239493915943,551.939440850049,0.325568684765913,21991.1703633145,180.152112579673,1237.38421215511,0.0252517424790128,0.263413198340192,21773.8983284226,192.322906023886,1378.12112857733,90.154
0.005,0.3,0.1,2.06186772320117,69474.2202981687,172.019730852902,19.5748067531133,0.00466695827068027,1.97037070233371,69276.9583078092,217.179713385364,276.975558364454,0.322584705693356,274189.994608328,443.362759993021,52.4825386257568,0.0122249073608595,0.263970350431048,272124.24597699,453.83962745606,408.518293400634,91.588
0.005,0.3,0.1,2.05790540753488,7345.70010582359,110544.717190399,3032.93793787729,0.047043894073185,1.95503741452297,7398.89463543501,110050.271577549,3262.97716978027,0.322821392300743,14054.6394854383,343361.470204582,11646.4414779925,0.129204868263786,0.262778864439242,13906.5868297278,339664.056990162,11621.3047810668,89.389
0.005,0.3,0.2,1.81183638870327,71603.4112860152,3167.42409265241,31.7877823927178,0.00240278576927805,1.72960421910529,71319.8528292594,3192.8544311346,214.935757407013,0.317581167113323,340563.302323398,7715.91228569103,159.842642379022,0.0100979963323052,0.259691968228577,337107.517475808,7633.58747151102,388.526155056054,81.355
0.005,0.3,0.2,1.79868198331178,9765.28058742337,536.108634065574,4.92303623752199,0.0200324953191914,1.70983970165898,9801.89584597964,574.367568602126,184.970580777363,0.317392847186444,25173.8191502953,3646.12777826649,13.0157586955804,0.0370144528415879,0.257569951452166,24926.9150062485,3609.82950769582,298.077886863748,81.795
0.005,0.3,0.2,1.83274114825961,11812.1102730323,66.4544840544721,0.496479014939133,0.0106748061812326,1.71022264070667,11826.9846629305,105.300605069745,172.195679779147,0.327108716152384,37653.9973906687,251.438058137346,1.9467702370542,0.0294809991589999,0.256148624121117,37235.2159438863,258.582174676525,270.759691486823,77.862
0.005,0.3,0.2,1.81850496476953,9912.82420948897,99.9727494748944,61.9843785691017,0.00559533337398391,1.72356812060918,9944.33611081575,139.6537512428,239.500868946933,0.32001491070893,28921.0536858075,248.612453871404,166.213290049649,0.0153747792836024,0.255614672010574,28617.644610741,259.38169135446,343.521156108296,79.784
0.005,0.3,0.2,1.79080721679556,48212.6231088241,2802.15281532808,220.411693639505,0.025264456433744,1.70837110874557,48021.5608197509,2829.35925164962,402.535851799724,0.326891898817622,191192.622976828,8447.34438616011,696.929260039848,0.0493789343321342,0.26903198170755,188982.754785299,8363.08714351745,821.802547000176,82.674
0.005,0.3,0.3,1.57931930419549,24272.7687038841,12478.2384273783,131.802713356759,0.0123918901660887,1.49868828890558,24224.6619738361,12448.5689522454,259.672114038655,0.317976282662659,76298.121288529,57998.5348534493,555.791364772276,0.0280724142603992,0.257515855682097,75440.0635270606,57327.6084052081,621.960061664897,72.02
0.005,0.3,0.3,1.5604418016595,9954.08567438039,91.0475664226672,2.74200899680079,0.0149860309352234,1.49057557717357,9976.77216999344,127.431971876307,131.864669296479,0.314188313602905,24043.0917047071,303.294850656014,7.64108315398678,0.030160857861189,0.258635315319675,23782.5671514464,326.222877342526,235.813959762613,73.109
0.005,0.3,0.3,1.58712833001268,7191.63373724446,12606.4561051891,7.05101345623742,0.00975969404180015,1.48937628773426,7226.97087408608,12579.4007864977,130.080950424418,0.320752642906032,18646.4912862533,50547.3571341037,28.983140392944,0.0214505838139489,0.25542181791521,18442.1976038448,50042.7719625883,219.89422000791,70.051
0.005,0.3,0.3,1.573178343789,4184.62748761778,334.666108816024,141.800103874589,0.0201960006599991,1.47068839956746,4234.56003464235,368.052110593472,260.618187636651,0.324354424501812,8166.39761703796,755.318908791624,464.13122884655,0.0416829399126117,0.258575237289274,8084.08787791889,756.167411345315,527.666852572601,69.522
0.005,0.3,0.3,1.58633222101387,5919.95067214214,5488778.50023103,1.57876974659282,0.082230235102802,1.49637973205031,5961.58569418728,5461782.50541562,127.211036436478,0.316993873378318,10917.7254353598,14505564.1270098,9.48394526736067,0.208183075055571,0.256739292473036,10796.641090721,14351485.2422634,222.356262913018,70.997
0.005,0.4,0,2.3062942772697,10005.6088124326,121.907293428653,49.4631684108332,0.0165120813669569,2.20396581962235,10057.6176560641,172.087319778782,394.529303615155,0.333229759457739,21572.8041786466,400.70381771691,185.613566090582,0.0314617862767446,0.274567964677383,21352.8377902481,407.851299457152,549.5634156123,101.076
0.005,0.4,0,2.31212238972667,35714.1852884605,472.141208858421,204.114849468798,0.00996427756812327,2.22087593921171,35634.9244414509,521.534248549303,558.392246659765,0.327691214588677,95711.938706935,1442.37102246011,831.208177324611,0.0209077067663995,0.272691560004421,94659.593968046,1435.27997703583,1098.66402190851,102.753
0.005,0.4,0,2.29932011346378,25330.049054038,152.657790397871,48.7384524878074,0.0118550120551605,2.22210764827893,25306.1571552363,204.696046956568,413.4417592652,0.326783985006851,60383.9420931845,411.656730775416,116.181901481216,0.0203069137815077,0.275877423087768,59779.2504544159,420.930792320531,586.723115895608,105.003
0.005,0.4,0,2.2889949467051,23818.8967101347,8917.85439910326,271.09504707619,0.0174672855748473,2.22120503907734,23809.702856192,8924.37550932717,632.767590982601,0.325231420091241,49127.0539542405,32887.4526528818,1088.8894845734,0.035272338544767,0.276340569513537,48595.0221613081,32568.0631114873,1413.9785015798,104.658
0.005,0.4,0,2.30805905952048,13797.24602894,312.834097105119,562.872173019367,0.0178941794755171,2.19943532866553,13830.5712923365,361.93432785847,903.355249926868,0.335538029290419,35503.1405016819,1295.19077178777,1347.3415340711,0.0350291991956723,0.274173495441699,35150.2034376293,1290.73313838568,1502.16267812601,100.778
0.005,0.4,0.1,2.06074516816726,18500.8088796385,317.274919288433,3.87910737850015,0.0168242644140025,1.95470518672651,18504.7880878307,360.25265660766,249.307406772293,0.32396863969733,72364.1663396596,745.352287385626,9.61188360685473,0.0311171444978965,0.25992266321524,71687.4655701368,745.414511110723,373.163816994621,88.767
0.005,0.4,0.1,2.05973226554427,6946.25824034551,56.767853384512,20.2618766036671,0.006812469940691,1.96106540072201,7002.25820586866,101.464228350956,268.132426046183,0.323013049273275,13682.3807198182,185.568618174758,61.7803440312399,0.0164458634128376,0.260650122438274,13548.1096645105,198.580576190352,384.922189126648,89.421
